KIC,Kp,T_eff,T_eff err,Power,Power err,nu_max,nu_max err,logg,logg err
1025494,11.822,6122,172,32.197742,5.122176,810.706837,91.820358,3.869501,0.049188
1026084,12.136,5072,166,21357.213652,3217.252055,42.914777,4.630563,2.552387,0.046861
1026255,12.509,7050,214,151.110989,17.569054,314.983044,31.883119,3.489572,0.04396
1026475,11.872,6611,189,18.77918,6.184739,951.273875,189.841677,3.955629,0.08667
1026669,12.304,6293,193,21.240338,9.146196,957.551309,239.02615,3.947781,0.10841
1026911,12.422,6194,80,36.589232,12.892622,750.483349,141.07793,3.838517,0.08164
1027030,12.344,5825,80,39.994039,10.717559,776.31772,114.093767,3.839878,0.063827
1027337,12.114,4671,80,10942.565006,2152.935845,64.588561,7.256245,2.712051,0.048791
1162617,12.658,6492,80,44.484901,15.585154,641.291625,119.923976,3.780435,0.081215
1163211,12.797,6053,80,83.64226,19.095824,517.134405,66.02939,3.671779,0.055452
1163333,13.211,6204,80,33.980671,30.271014,776.330517,349.12488,3.853573,0.195307
1163453,11.978,5034,159,39984.202846,8384.385933,31.891801,4.309921,2.421826,0.058691
1163621,11.791,4909,80,13088.504702,8411.135844,56.332569,18.537569,2.663446,0.142915
1164109,10.875,6605,180,18.150264,1.668279,968.368388,79.679545,3.963167,0.035735
1292493,12.563,6398,203,28.285312,14.161598,815.021826,232.906529,3.881382,0.124107
1292498,11.926,6296,194,24.134986,5.42222,899.332846,134.657542,3.920643,0.065027
1294122,11.938,4795,80,7310.332502,583.448394,76.569135,4.250125,2.791638,0.024106
1294382,12.437,6756,80,49.064584,11.817538,578.651756,77.414851,3.744452,0.058102
1294385,10.652,4824,80,3205.303409,256.899792,113.622758,6.325467,2.964359,0.024178
1294567,13.052,6098,187,51.344619,25.034662,649.429039,179.283055,3.772316,0.119892
1295427,12.185,5833,80,26.006071,7.926421,955.362942,157.501974,3.930305,0.071598
1295693,12.975,5557,163,112.109119,23.465052,497.47709,67.552198,3.636384,0.058973
1295737,12.016,6557,191,25.589455,6.788376,827.725208,139.758528,3.893429,0.073329
1429505,11.959,4685,80,24513.40547,5845.316539,43.51367,5.770648,2.541171,0.057595
1430163,9.58,6590,80,6.396022,0.497972,1612.776185,87.987885,4.184207,0.023694
1430239,10.522,6512,193,70.334666,3.404526,511.135167,32.635796,3.682583,0.02773
1430985,13.051,4964,80,2419.043353,118.895927,126.523626,5.137324,3.017278,0.017634
1432469,12.714,5522,80,22.289634,16.342815,1098.851478,409.975859,3.979178,0.162033
1433593,11.522,4956,100,8313.438672,1245.101752,69.550814,6.516179,2.757058,0.040689
1433622,13.259,6372,201,110.552973,32.174629,422.450321,77.499975,3.595104,0.079673
1433628,12.166,6416,188,25.599969,7.684728,852.300879,157.833882,3.901415,0.080425
1433730,10.892,4767,100,23032.77522,2982.63066,44.089693,3.696248,2.55065,0.036409
1433803,10.194,4760,80,1832.578653,130.012722,151.109254,7.736416,3.085285,0.022235
1433894,12.789,5716,80,43.308644,18.426616,764.050083,170.779806,3.828858,0.097073
1434259,12.151,6483,177,40.331939,7.817586,673.845985,88.403886,3.801639,0.056976
1434522,12.511,5776,80,32.392634,13.375229,868.928122,188.916291,3.886988,0.094421
1435467,8.883,6326,80,8.948103,0.2999,1447.604515,47.777252,4.128405,0.014334
1435930,12.231,6146,174,22.868665,12.283615,952.593021,283.333551,3.940394,0.129174
1569842,11.086,4808,80,2837.634072,184.461838,120.958361,5.84355,2.990808,0.020981
1569969,12.321,5134,80,118.676193,19.405572,528.611706,50.84875,3.645555,0.041776
1569999,11.914,6574,192,17.95972,11.699224,979.673048,349.488855,3.967186,0.15493
1570026,12.452,5924,178,66.291021,12.624256,594.82085,77.179268,3.727884,0.056351
1570253,12.647,6206,173,22.592262,15.155104,946.303184,342.749002,3.939627,0.157301
1570366,13.296,4937,153,586.071158,54.563998,253.446275,19.570625,3.317808,0.033535
1570554,12.811,5925,80,30.126683,18.835836,872.515141,279.736491,3.894307,0.139239
1570713,11.477,6736,198,40.400506,4.735903,638.625733,62.805374,3.786638,0.042711
1570918,12.8,6004,80,30.15113,18.274196,857.894282,267.07006,3.889844,0.1352
1571088,10.4,5965,80,65.64067,2.71693,592.580374,21.826109,3.727743,0.015996
1572175,11.855,4789,100,14737.695925,3705.615014,54.525073,7.802885,2.643909,0.06215
1572317,12.076,5333,172,299.178885,26.800193,323.515091,25.71155,3.440571,0.034516
1573398,12.862,6370,209,34.132741,19.541016,748.242309,240.885376,3.843302,0.139815
1574033,13.044,6414,80,99.493563,26.174966,440.772488,63.730272,3.614969,0.062794
1574646,12.001,6081,80,18.200497,6.660131,1078.950989,209.940883,3.99218,0.084504
1575422,12.837,6008,80,28.800243,19.194493,876.490199,298.584058,3.899302,0.147946
1575580,11.817,5833,80,15.729022,5.194549,1219.862813,216.204382,4.036447,0.076973
1575873,11.283,6741,190,24.214388,3.428436,818.183199,88.785172,3.894403,0.047127
1575886,11.396,5016,80,2090.9985,265.332647,134.343368,10.531368,3.045585,0.034045
1576249,11.502,6190,176,15.433839,3.295067,1142.66311,160.592794,4.020954,0.061037
1576469,10.357,5217,100,3269.617346,277.354022,103.6605,6.439769,2.941514,0.02698
1576558,12.475,6761,80,28.129015,12.133772,757.534706,171.492012,3.861598,0.098316
1576789,12.819,5334,162,47.573968,25.303829,790.593796,231.148627,3.82867,0.126976
1717618,11.702,4876,80,2115.922694,122.694048,137.536404,6.175186,3.04964,0.019499
1718550,13.316,5542,153,56.603349,34.512,695.658998,228.401924,3.78142,0.14259
1718943,12.034,5136,150,170.970638,26.917702,442.472713,47.726893,3.568389,0.046845
1718958,12.801,5931,119,42.616573,20.632162,736.231786,191.553324,3.820769,0.112995
1719026,12.202,6340,80,25.000975,9.061317,875.964744,168.956968,3.910722,0.083767
1719472,11.323,7572,80,6.302299,2.296222,1323.090588,256.426248,4.128385,0.08417
1719974,12.05,6103,80,14.891397,7.743918,1184.035482,319.071817,4.033327,0.117033
1720425,10.78,4758,100,81328.54062,817915.807411,23.924479,117.449461,2.284745,2.132028
1720810,12.73,5238,80,109.218274,17.490532,538.557214,50.922202,3.658005,0.041064
1721110,12.654,6302,80,53.474035,16.163215,610.160361,99.841742,3.752374,0.071064
1722776,13.197,6095,182,55.632095,29.89837,624.991586,187.027308,3.755551,0.129962
1722916,12.048,6809,80,30.461041,6.8851,721.49672,91.325618,3.841966,0.054972
1723047,12.37,4977,80,968.177897,85.617374,196.921408,11.755591,3.209967,0.025926
1723078,12.668,6125,186,144.070677,17.779025,391.099609,38.657013,3.553031,0.042926
1723752,12.329,4963,80,894.793145,38.860748,205.211783,7.761798,3.227265,0.016426
1723843,12.229,4908,80,2065.955752,92.447677,138.216185,5.316363,3.053202,0.016705
1723908,13.274,6034,174,47.849805,32.703955,681.113224,251.031816,3.790712,0.160064
1724041,11.495,6709,187,12.807559,3.875668,1122.54039,208.965772,4.030721,0.080846
1724096,11.954,6045,167,19.759452,6.04579,1044.527348,191.785533,3.976808,0.079741
1724355,11.585,6132,80,13.723259,4.52084,1224.554129,216.545713,4.048969,0.076799
1724529,12.712,6103,171,60.458167,16.979202,599.221148,103.205137,3.737549,0.074799
1724872,12.979,4871,80,403.367657,32.105013,308.132412,17.070709,3.399737,0.02406
1725190,9.217,5054,80,2265.999205,183.840505,128.174575,7.196735,3.02681,0.024385
1725815,10.829,6330,80,16.39682,1.766208,1077.553968,74.427282,4.000331,0.029997
1726211,10.93,4995,100,32749.238719,8017.141948,35.428514,4.955807,2.465811,0.06075
1849159,10.802,6179,164,9.159812,1.3674,1475.881718,157.659136,4.131701,0.046393
1849581,12.056,6435,176,21.241048,17.099188,929.545802,397.894584,3.939735,0.185901
1849587,11.542,5534,150,15.208302,2.845035,1319.918472,161.381601,4.059257,0.0531
1849679,12.846,4945,147,45175.431364,43004.604906,30.618674,15.107736,2.40026,0.214288
1849885,12.953,5751,162,27.341881,21.973755,948.494834,402.613621,3.924097,0.184348
1864124,11.622,6334,174,21.191542,6.961487,950.446071,186.311199,3.945957,0.085133
1864183,11.336,4632,100,21619.329155,2396.236698,46.768645,3.49671,2.570029,0.032471
1864855,11.548,5083,100,2339.598994,144.662253,125.436309,6.390528,3.018674,0.022126
1864959,8.807,4998,147,23748.858743,2966.488224,41.391833,3.784283,2.533503,0.039706
1865136,11.883,6252,168,28.240079,6.111294,840.91912,117.968314,3.889954,0.060925
1865262,12.473,4772,80,33402.446664,9139.125509,36.763564,5.503624,2.471958,0.065015
1865325,12.535,5242,149,139.117785,14.995469,478.398774,39.956734,3.606729,0.036273
1865519,13.004,6342,202,77.261269,24.293656,505.979498,98.684701,3.672436,0.084703
1865747,10.764,4752,80,13553.451923,931.955993,57.231634,2.86937,2.663265,0.021774
1866174,11.55,4756,80,259.210586,18.509023,391.308222,20.121517,3.49833,0.022332
1866778,12.467,5972,80,80.049093,12.330733,537.306057,49.209949,3.685472,0.039775
1867489,12.611,5682,165,51.754087,15.263944,705.667654,125.486899,3.793041,0.077229
1867684,13.159,5621,167,48.608231,28.335991,736.839276,234.489891,3.80947,0.138209
1868303,12.189,4798,80,41808.941993,3686.293529,32.78476,1.952981,2.423392,0.025871
1868918,11.564,6054,80,12.01393,2.703956,1327.810251,167.451137,4.081348,0.054769
1869151,12.381,6496,188,29.202943,11.095724,786.208572,176.077191,3.869051,0.097263
1869183,12.503,6381,80,31.415621,13.074584,777.239361,170.217846,3.860189,0.095112
1869352,13.002,6654,80,109.376863,45.133052,400.356087,86.989778,3.581178,0.094364
1869817,12.334,5766,80,22.407496,10.152249,1041.565708,246.783639,3.965314,0.1029
1870196,12.654,4894,80,1216.535004,71.08254,179.316992,8.089795,3.165644,0.019593
1870225,11.732,6345,173,32.350992,5.07655,772.018731,86.78783,3.856034,0.048822
1870433,12.688,5008,80,544.997818,35.953609,258.691255,12.618784,3.329804,0.021185
1871056,13.038,6205,124,56.18902,24.853459,607.842034,146.429307,3.747352,0.104622
1871438,12.95,5358,80,30.243585,21.872104,980.395999,361.013346,3.923093,0.159921
1872078,12.435,6633,193,53.795617,13.042617,567.73467,89.796503,3.732191,0.068691
1872084,12.927,5706,80,39.399535,24.404981,801.674822,254.765165,3.849354,0.138015
1872166,11.627,4975,80,4840.338513,424.083742,90.106559,5.343298,2.870343,0.025754
1872375,11.232,5044,80,2204.32044,136.794267,130.177126,6.102371,3.033113,0.020359
1872749,12.797,5061,148,441.656909,25.090263,283.370705,16.586635,3.371663,0.025421
1872842,11.495,4768,138,22890.806752,3527.77034,44.213154,4.586654,2.55191,0.045054
1995248,13.052,6179,80,66.64663,25.383118,562.496334,113.531767,3.712769,0.087656
1995668,12.381,4908,139,788.746916,82.631207,220.709737,17.648224,3.256464,0.034727
1995859,10.861,4899,80,15751.564983,2191.800181,51.590677,4.351583,2.624815,0.036632
1996088,13.165,5201,150,129.822317,29.030444,499.008748,69.876058,3.623342,0.060814
1996721,11.878,4994,138,14.096651,10.03585,1533.085137,574.712828,4.101981,0.162805
2010835,11.329,5962,80,18.476426,5.179414,1098.05166,167.967974,3.995509,0.066434
2011582,12.261,4684,80,47461.983128,14714.719702,31.567852,5.284714,2.401744,0.072704
2011824,12.553,6209,80,29.758152,17.153108,827.185148,245.581044,3.881304,0.128937
2011891,11.809,4714,80,4626.927122,423.633151,97.264981,5.954237,2.891842,0.026586
2011905,12.887,6393,197,180.868179,24.503698,331.09637,35.430086,3.489997,0.046473
2012093,12.866,6255,179,23.082895,19.927296,926.934645,423.6184,3.932353,0.198477
2012640,13.291,4910,80,218.659467,36.476438,411.583832,40.251967,3.527189,0.042473
2012826,11.843,6113,80,11.410403,4.403048,1344.815707,274.71232,4.08898,0.088716
2013402,12.789,6118,80,27.594341,19.794019,874.571803,319.547413,3.902291,0.158681
2013502,11.91,4930,100,8735.376478,4283.310473,68.266956,17.696686,2.747824,0.112581
2013883,11.215,6221,80,22.419459,4.044306,946.869444,98.849027,3.940411,0.045338
2014003,11.823,6156,169,18.605443,5.357943,1050.876065,184.200011,3.983391,0.076124
2014282,12.948,5809,164,43.962288,22.273588,743.911744,208.687406,3.820762,0.121831
2014377,9.923,4734,137,23739.475451,1921.414089,43.747356,2.973199,2.545756,0.029516
2015820,9.527,4831,80,16661.66861,1402.42781,50.919459,2.934284,2.616093,0.025027
2015883,11.942,5927,80,28.276993,5.528684,899.429187,100.509281,3.907575,0.048531
2016295,13.213,6415,80,106.959763,32.239225,425.450523,69.441871,3.599638,0.070885
2016978,13.144,4744,80,8252.799192,1219.447971,72.959724,6.459489,2.768346,0.03845
2017860,12.857,6305,185,48.128629,19.499603,641.806269,151.197464,3.774437,0.102312
2018283,12.846,4804,80,3298.759756,1191.459705,112.515722,21.633544,2.959205,0.083502
2018537,12.669,4849,80,1514.866847,148.398714,162.707374,10.466815,3.121424,0.027938
2018585,13.183,5068,157,4547.283749,311.154955,91.096548,6.017864,2.879111,0.02869
2018631,11.942,6216,172,41.820903,6.056093,700.057783,74.431008,3.80908,0.046175
2019227,11.802,6737,80,64.550978,9.649121,508.433887,45.438984,3.687658,0.038813
2019396,12.457,4780,143,93710.276493,14759.420166,22.229622,2.365916,2.253836,0.046222
2140424,12.365,5234,152,160.965692,12.334238,446.399442,30.802165,3.576331,0.029967
2140446,11.814,4665,100,24568.057144,3823.175635,43.648597,4.213441,2.541586,0.041923
2140686,12.011,6175,170,41.109909,6.603921,711.989548,80.880544,3.814982,0.049335
2140955,13.143,6225,189,40.465678,27.958883,710.02094,266.484781,3.815531,0.162999
2140982,10.559,4863,143,37049.112948,3764.535833,34.299541,2.718727,2.445931,0.034424
2141255,12.735,4913,80,2037.643887,154.301526,139.001044,7.439472,3.055882,0.023244
2141544,12.604,6180,171,29.87052,14.444681,830.688913,224.928431,3.882123,0.117595
2141652,12.397,4937,80,368.533583,51.758577,317.551528,26.98504,3.415736,0.036906
2142080,13.215,6304,179,39.368727,30.731242,707.790183,295.018589,3.816903,0.181021
2142186,13.277,4999,148,339.507743,36.520314,326.216399,27.142941,3.430138,0.036136
2142405,12.687,5137,156,3766.143942,222.266497,98.407426,6.030186,2.915573,0.026613
2142522,12.867,6103,122,41.147936,22.456805,722.455799,210.061294,3.818773,0.126275
2142657,12.255,5322,155,199.720853,235.993798,394.638972,239.435926,3.526428,0.263496
2155080,13.207,6815,243,103.002875,30.873416,398.577585,78.30332,3.584436,0.08532
2155220,11.415,5065,150,33362.147565,3653.056627,34.600902,2.925873,2.458567,0.036724
2155869,12.656,4758,80,4794.112413,769.096017,94.726462,8.969665,2.882374,0.041123
2156155,12.65,5249,162,2047.983717,117.958726,129.259665,7.993588,3.038692,0.026857
2156733,12.962,5533,80,105.955929,30.611267,513.886027,80.751817,3.649537,0.068245
2157213,11.606,4950,141,707.458073,46.39545,230.659166,14.147289,3.277464,0.026637
2158027,13.337,6183,80,68.978944,35.956287,552.708081,149.275504,3.705286,0.117294
2158067,13.018,6508,80,50.120513,24.86515,603.148805,155.523215,3.754339,0.111984
2158410,11.765,4955,80,10672.455701,1429.131542,61.611712,5.039927,2.704375,0.035526
2158850,10.863,5915,80,6.758214,1.483684,1807.972799,223.144654,4.21036,0.053602
2160161,11.953,4776,80,12945.696592,1780.518695,58.229498,4.865971,2.671866,0.036292
2160901,12.056,4683,80,28323.609066,5060.981843,40.579745,4.20265,2.510762,0.044978
2161831,13.112,4877,80,1846.523781,115.63879,146.917981,6.927685,3.078342,0.020478
2162160,11.927,5146,156,573.328299,40.094372,245.223987,16.327853,3.312488,0.028917
2162486,12.778,4820,80,73338.380971,67014.136128,24.834006,11.444997,2.303761,0.200149
2163856,11.703,5026,80,6453.347407,692.081093,77.520299,5.336558,2.807217,0.029897
2164262,12.634,4708,80,42773.546049,15203.497069,33.038711,6.260177,2.422632,0.08229
2164327,10.815,4854,80,21245.158267,3794.36753,45.029519,4.66163,2.563738,0.04496
2164995,12.717,5571,153,25.896042,16.729918,1011.196757,349.854537,3.944993,0.150257
2165198,12.228,4815,80,6521.111936,1490.622544,80.603743,10.302738,2.814844,0.055511
2165356,12.283,5875,80,24.659864,8.894545,971.802106,186.615841,3.939272,0.083398
2165450,10.95,5003,80,2370.401634,195.152967,126.7421,7.190173,3.019726,0.024638
2165615,12.971,5003,80,40531.262459,36554.378719,31.887701,14.511549,2.420429,0.19764
2165894,12.754,4802,147,17914.065756,15516.431744,49.455656,22.339996,2.602117,0.196179
2166071,12.541,6312,189,48.43883,15.147908,638.870206,122.33629,3.772686,0.083162
2166218,9.465,7070,141,976.020728,158.617949,126.672957,13.73771,3.094584,0.047099
2166223,13.026,4790,80,9253.363305,1900.90662,68.35228,7.967461,2.742111,0.050623
2166590,13.075,5337,157,79.812438,30.842829,614.416287,135.561664,3.719302,0.095821
2166766,12.273,5023,156,16447.005552,13897.484535,49.226641,21.822487,2.609872,0.192526
2167774,9.85,4710,80,15127.90767,1373.456817,54.732815,3.330113,2.641949,0.026424
2282587,12.734,6066,166,56.592479,17.602991,623.58034,115.904576,3.753534,0.080722
2283075,10.914,4688,80,9399.644476,1012.026588,69.294203,4.784506,2.743381,0.029986
2283280,12.694,6565,186,54.848896,18.760848,570.456064,117.008975,3.73203,0.08908
2283721,12.933,4746,80,11297.687374,872.314796,62.604954,3.395908,2.701963,0.023558
2283955,12.968,6318,184,39.245597,22.448459,706.798334,223.679274,3.816776,0.13744
2284009,12.87,6580,189,30.467279,26.483715,756.779194,349.628451,3.855272,0.200642
2284211,13.036,5916,172,66.856828,24.987353,593.359597,129.113338,3.726522,0.094501
2285004,13.122,5668,172,111.749398,27.578654,486.833042,75.892267,3.631285,0.067702
2285109,13.134,6047,181,35.126294,28.039063,789.391431,336.127747,3.855253,0.184925
2285130,12.762,5634,166,72.949847,18.418058,603.244814,94.950528,3.723092,0.068358
2285151,12.847,6245,178,28.122587,19.975114,843.858137,322.717564,3.891226,0.166088
2285584,12.392,6397,174,23.102849,12.553436,899.461362,270.25602,3.924161,0.13049
2285639,13.377,5103,156,671.591207,51.930912,229.124394,16.079181,3.281174,0.030477
2285827,12.818,4795,80,1473.85102,121.817463,166.763551,9.486835,3.129686,0.024706
2297349,10.683,6462,190,10.480128,4.891145,1303.013853,347.30936,4.087323,0.115758
2297426,13.033,6418,224,15.544395,25.243225,1085.735818,907.820956,4.006614,0.363129
2297468,12.266,5820,80,20.256481,10.626165,1081.659982,293.878493,3.983743,0.117994
2297785,11.677,4942,80,13423.735524,5368.378838,55.262021,11.66569,2.656568,0.091679
2299081,12.847,6184,80,24.770761,21.696961,909.062839,402.223492,3.921419,0.192158
2299926,12.074,4980,149,35581.283394,4164.928589,34.135466,3.004767,2.449011,0.038229
2300093,12.722,6084,80,17.160632,17.383963,1109.553757,564.874241,4.004433,0.221099
2300877,12.438,5755,170,16.067766,13.236657,1227.129307,534.948335,4.036103,0.189324
2301577,13.292,4855,80,88478.702307,45757.916435,22.503679,6.032934,2.262538,0.116429
2302246,12.846,5116,80,127.886393,20.507867,511.672517,48.434176,3.630648,0.04111
2302505,12.329,6374,177,15.491264,10.831334,1097.587649,413.601886,4.009836,0.163654
2303200,12.892,4643,80,26760.93659,7458.38531,42.064792,6.401463,2.524508,0.066091
2303414,13.25,4773,80,15016.062143,2736.890007,54.212325,5.708844,2.640684,0.045734
2304269,12.646,6317,177,18.496191,15.084202,1019.029049,441.623381,3.975632,0.188213
2304391,11.852,5906,80,49.921075,4.643677,685.311307,42.43952,3.788725,0.026895
2304915,11.752,5556,157,143.202728,7.320632,441.76419,25.467095,3.584762,0.025036
2305407,12.43,5007,80,810.143459,59.213534,213.397214,11.147887,3.246168,0.022688
2305479,12.669,4653,80,11771.185281,5243.557354,62.572019,14.593864,2.697437,0.101292
2305590,11.597,4607,80,30978.073218,5578.830949,39.472487,4.114941,2.495194,0.045274
2305819,11.766,6063,168,12.891191,4.017955,1280.684306,238.969967,4.065976,0.081037
2306481,12.637,4921,80,43288.4278,68251.384491,31.417451,24.602047,2.410388,0.340083
2306620,13.136,5814,168,30.083712,27.441148,893.605294,427.558082,3.900574,0.207794
2306888,11.818,5168,80,110.882623,7.424993,542.488679,26.723922,3.658242,0.021394
2307415,12.992,6133,123,45.732206,23.034503,682.011437,184.496199,3.794818,0.117484
2307683,11.55,4799,100,30463.823875,3370.969108,38.23026,2.85493,2.490173,0.032432
2307948,12.233,6213,80,42.380286,8.788057,695.987249,81.781502,3.806442,0.051031
2308753,10.773,6530,80,11.009824,1.335551,1254.211313,94.91319,4.073018,0.032865
2309148,12.59,6432,180,23.434215,14.744748,886.748797,304.539995,3.919164,0.149152
2309235,12.792,4848,148,25725.696811,4846.910044,41.081525,5.032403,2.523618,0.0532
2309286,12.674,4785,146,28387.184778,2052.981742,39.680868,2.605245,2.505712,0.028514
2309420,11.831,6264,168,16.660274,4.689556,1084.083421,186.37134,4.000679,0.074662
2309531,11.956,6127,168,22.820225,5.386757,957.368077,143.446824,3.941893,0.065072
2309550,9.209,4863,80,9243.995179,1823.677217,67.350877,7.584048,2.738986,0.048904
2309595,11.425,5152,80,75.959979,6.579107,654.171865,38.473739,3.73887,0.025542
2310129,10.934,4852,80,14841.655947,1861.272068,53.628567,4.165333,2.639547,0.033732
2310571,13.136,4761,80,30174.732303,27.32166,38.713988,0.664096,2.493907,0.00745
2310610,12.688,6259,178,28.517322,16.157499,835.712339,261.229672,3.8875,0.135753
2311295,12.71,6173,80,26.615136,16.320347,879.897442,276.961239,3.906871,0.136701
2311628,12.601,6586,80,193.347103,29.779467,307.864013,28.193345,3.46486,0.039772
2421862,12.56,6227,176,198.553751,22.634171,327.584258,30.196372,3.479653,0.040033
2421875,12.365,6632,190,27.77786,10.40714,782.995071,173.66899,3.871772,0.096327
2422362,11.96,6370,172,18.627781,14.692656,1004.340943,421.135284,3.971141,0.182106
2422558,13.003,4763,80,5074.892357,1842.765725,92.04557,17.784074,2.870134,0.08391
2422635,12.057,4943,100,3529.438858,215.124516,105.762791,5.342964,2.938519,0.02194
2423153,11.835,4747,80,950.733839,77.25534,208.448971,11.717009,3.2244,0.024412
2423167,12.574,6114,165,24.863269,13.621834,920.78534,276.944878,3.924511,0.130623
2423466,12.984,6040,165,32.745314,24.780162,817.9829,329.075326,3.870453,0.174717
2423662,10.687,6438,169,12.470188,2.283752,1203.444114,149.616513,4.051992,0.053993
2423717,12.714,6021,166,29.863992,26.387828,858.837964,398.642226,3.890936,0.201584
2423737,12.514,5031,153,63220.002511,48674.741476,25.541218,10.374746,2.325259,0.176409
2423824,11.051,5096,100,54542.707838,9831.65991,27.071298,2.937445,2.353314,0.047124
2424551,12.495,5235,157,147.889742,14.075821,465.06928,36.769786,3.594166,0.034337
2424663,13.486,6115,186,71.046528,42.135682,552.626038,180.779748,3.70282,0.14207
2424791,12.771,5176,166,528.697265,34.664268,253.482796,16.869259,3.328136,0.028902
2424905,12.595,6465,183,27.860224,16.125208,809.629996,258.725213,3.880761,0.138783
2425044,13.019,4892,150,23072.744435,1021.374761,42.916999,2.268382,2.544563,0.022955
2425346,11.474,6218,172,15.822529,3.216119,1122.347265,151.216495,4.014143,0.058514
2425348,12.662,4745,140,69347.254513,9556.977573,25.921737,2.494574,2.318973,0.041794
2425375,12.973,4746,138,64634.616613,16902.72205,26.818185,4.182082,2.333784,0.067725
2437692,11.244,4828,80,13316.126106,2165.486564,56.815841,5.440553,2.663543,0.041587
2438052,12.586,6597,203,27.644258,16.746712,790.592056,266.321849,3.874816,0.146298
2438272,13.223,6386,200,34.701544,30.435837,739.778579,346.28747,3.838907,0.203292
2438368,11.523,4975,150,4871.871202,359.574866,89.822612,6.037223,2.868973,0.02919
2439083,12.164,6677,80,38.44464,8.266278,662.330587,80.291355,3.800556,0.052648
2439633,12.215,6498,80,34.842305,8.742614,721.248676,100.019857,3.831665,0.060226
2439798,11.651,6161,80,13.127725,3.878587,1243.689672,199.388976,4.056728,0.069626
2441864,11.23,5956,159,8.998072,2.031046,1559.717411,222.934164,4.147714,0.062075
2441876,12.798,5944,80,14.911062,19.152922,1223.243218,784.157725,4.041743,0.278404
2442382,12.87,5074,148,757.150984,62.787015,217.465204,15.489457,3.257255,0.030934
2442483,13.22,4706,80,4969.764931,431.589525,94.100839,5.544874,2.87711,0.025591
2442559,12.713,4939,80,57004.693232,25182.580112,27.380072,6.33678,2.351444,0.100512
2442606,10.984,4806,141,37781.136539,8392.171284,34.381909,4.724927,2.444412,0.059683
2442714,12.855,6155,174,30.504213,20.186874,826.561793,295.921243,3.87908,0.155484
2443035,12.225,5014,159,63531.636373,38303.132337,25.570904,8.342868,2.325029,0.141695
2443573,11.689,4716,80,25610.537835,4055.182644,42.32242,3.964632,2.530548,0.040683
2443903,11.819,4748,80,10192.717014,2844.133245,65.789102,10.022457,2.7236,0.066161
2444062,12.96,4999,80,23849.924559,15839.71935,41.297855,14.021734,2.532559,0.147455
2444084,11.805,6219,170,11.904204,4.377175,1288.55145,276.061035,4.074152,0.093044
2444188,12.757,6886,216,240.347634,27.497559,260.138693,26.20539,3.401379,0.043749
2444412,12.593,5651,113,20.552643,16.222342,1112.655746,453.139584,3.989614,0.176871
2444426,12.895,7092,236,56.078103,21.62327,505.506706,119.667042,3.696302,0.102809
2444933,11.899,5177,156,123.405887,7.937456,514.026681,32.823323,3.635215,0.027732
2445004,11.069,6054,163,6.401144,1.808095,1803.177402,308.973072,4.21425,0.074416
2445947,12.496,4948,153,177455.749933,98048.959181,15.736303,4.729177,2.111308,0.130517
2446327,12.388,4610,80,26088.965061,5060.305086,42.882613,4.75962,2.531322,0.048203
2447046,12.084,4897,80,1154.764475,82.841191,183.801641,9.481063,3.176505,0.022402
2447476,12.926,4713,80,5214.809506,562.99895,91.790644,6.350966,2.866637,0.030049
2447529,11.639,4976,80,2072.695523,210.104596,136.050916,8.977282,3.049332,0.028657
2447808,12.229,5529,161,13.044416,8.181956,1423.638391,481.919395,4.091913,0.147014
2447932,11.51,5917,80,41.441586,3.383426,748.491144,42.212948,3.827428,0.024493
2448225,10.806,4799,100,26738.319724,5358.239823,40.732658,4.818538,2.517708,0.051376
2448260,11.279,4973,150,33933.916712,12012.127656,34.982256,7.115289,2.459347,0.088334
2448426,11.366,6255,169,8.56431,2.689856,1500.879885,282.118294,4.14165,0.081634
2448505,11.642,6514,181,20.732211,21.287921,925.169278,496.727429,3.940335,0.233175
2448679,12.092,4864,80,56844.046144,55058.739146,27.850652,13.577443,2.355522,0.211722
2448756,12.134,4968,151,69686.48776,20304.799253,24.683136,4.274443,2.307681,0.075208
2449020,11.906,5004,80,3824.935695,330.944201,100.421252,5.901672,2.918675,0.025523
2450318,11.056,4968,80,1707.786644,131.61587,149.729022,8.111358,3.090587,0.023527
2450666,12.732,5980,171,29.460531,17.106546,871.972172,277.253821,3.896044,0.138089
2450729,10.665,5868,80,23.288125,1.89703,1000.678518,56.346084,3.95173,0.024454
2450979,11.353,5769,156,11.5162,5.867671,1438.556675,403.151223,4.105668,0.12171
2451509,9.921,4850,80,5658.821484,316.482543,85.727226,3.763242,2.84318,0.019065
2451643,12.741,5581,80,24.373548,16.978789,1039.247169,369.252168,3.957265,0.154308
2452260,11.984,6247,80,18.408815,5.802949,1036.424075,176.122807,3.980564,0.073801
2452514,12.761,6248,193,56.695296,19.076245,599.785124,122.276255,3.743057,0.088538
2452832,11.592,5157,156,553.589895,31.480641,248.863041,14.98962,3.319349,0.026159
2452977,11.738,5362,152,13.84252,4.184055,1432.242229,255.903721,4.08787,0.077597
2554042,12.263,6169,178,47.699191,11.189781,663.186597,100.282771,3.783933,0.065671
2555439,13.174,6324,186,65.599319,29.048601,549.929272,139.735056,3.707993,0.110353
2555979,12.73,6590,188,52.331607,18.028925,580.59241,120.026903,3.740504,0.089782
2556597,12.269,6340,187,30.069804,9.817897,800.787612,158.371047,3.871752,0.08589
