KIC,Kp,T_eff,T_eff err,Power,Power err,nu_max,nu_max err,logg,logg err
3937513,13.413,5075,149,4565.588759,326.066932,90.785969,5.977631,2.877927,0.028595
3937600,12.863,5981,182,11.591511,19.69777,1371.8778,1185.303031,4.092893,0.375231
3937778,13.375,5939,170,25.717049,40.113314,939.528059,745.677147,3.926957,0.344687
3937857,13.471,6487,191,25.449399,45.521929,842.162855,765.806193,3.898608,0.394918
3937978,12.807,6169,169,13.740257,18.667244,1214.393764,844.806053,4.046657,0.302122
3937995,13.409,4773,141,39234.66643,6555.668297,33.99032,3.761822,2.437941,0.048065
3938178,9.671,7043,210,2.058553,3.199409,2545.556561,2034.691554,4.396852,0.347136
3938291,10.536,5173,100,2460.963069,259.292881,120.110656,8.660551,3.003643,0.031315
3938454,12.762,5121,154,538.298374,37.684177,254.179075,16.826981,3.327008,0.028751
3938458,12.736,6315,171,8.611863,16.746645,1478.199506,1449.996543,4.13711,0.426008
3938845,12.44,6352,179,7.349009,11.559025,1584.346348,1270.498581,4.168496,0.348264
3939052,13.376,5927,180,11.952625,37.359169,1366.907608,2128.056438,4.089347,0.676127
3939134,11.269,6178,167,9.060189,2.176345,1484.057554,225.052236,4.134065,0.065859
3939346,12.933,6192,179,17.760762,21.947294,1066.824626,680.667605,3.991199,0.277094
3939534,12.709,5495,162,2.921847,16.132571,2966.956101,8062.891663,4.409485,1.180223
3939624,11.973,5621,164,29.262568,5.720117,942.973149,121.904089,3.916596,0.056144
3939821,13.231,5757,167,10.552686,30.952515,1504.734688,2197.77824,4.124748,0.63432
3939929,12.949,6546,190,6.924096,21.959062,1566.102008,2476.30122,4.169998,0.686701
3940490,13.098,6053,179,39.262458,27.235392,746.877385,279.754513,3.831425,0.162672
3940699,11.222,5044,143,334.786609,15.96468,325.370966,17.262319,3.430957,0.023041
3940854,12.181,4681,100,18820.08962,1366.885665,49.519891,2.78274,2.597139,0.024405
3941395,12.228,6134,168,11.898305,8.017802,1311.954482,475.762437,4.078981,0.157491
3941607,12.173,5139,159,3855.019552,253.634844,97.257425,6.341015,2.910552,0.028315
3942178,11.473,6753,190,58.669117,136.666067,530.82456,622.096697,3.70689,0.508969
3942203,11.053,4708,100,47085.243455,6493.015623,31.531868,2.77227,2.402358,0.038183
3942500,12.746,4712,80,13425.652812,2818.176466,57.978289,6.884502,2.667058,0.051569
3942667,12.841,4986,149,18629.397073,4236.005386,46.693416,6.614186,2.585322,0.061518
3942701,12.225,4741,80,2312.973003,144.896331,135.478501,6.389587,3.036996,0.020483
3942719,10.723,5590,80,36.347465,1.932466,854.168898,36.349954,3.87244,0.018482
3942865,13.426,6389,180,94.335741,39.977231,454.694742,110.757745,3.627627,0.105789
3943131,11.294,6743,190,54.7779,4.860284,549.977588,45.550259,3.721962,0.035969
3943270,13.282,4798,142,38185.30252,5984.80684,34.261759,3.626526,2.44253,0.045969
3943317,12.699,6334,182,26.974888,17.088605,845.258813,292.411993,3.895019,0.150241
3946270,10.304,4995,145,45643.538767,7675.637446,30.149047,3.377661,2.395732,0.048655
3946428,12.501,5127,155,112755.245029,36104.368781,18.896992,3.553018,2.198515,0.081656
3946593,11.723,4831,80,31928.985123,3450.28441,37.118275,2.57,2.478797,0.03007
3951114,13.465,6047,178,12.743196,41.088628,1292.204555,2073.242371,4.069292,0.696792
3951334,11.332,6531,182,56.852093,3.397907,564.592387,37.869764,3.726415,0.02913
3951686,12.685,6198,172,13.649555,15.682212,1210.950357,719.762907,4.046442,0.258135
3951823,12.828,6058,180,2.827362,18.846945,2680.19835,8784.73815,4.386522,1.423463
3951839,12.129,4775,80,50870.512713,12855.898412,29.946632,4.179058,2.383025,0.060606
3952307,10.623,6156,80,21.910099,1.311858,970.597294,44.469353,3.948879,0.019898
3952562,13.44,5427,169,67.551136,40.914171,653.89184,215.590647,3.749976,0.143189
3952580,10.214,6176,80,39.797975,1.642653,723.151536,26.594513,3.821773,0.015972
3952682,12.577,6239,189,12.362299,13.674749,1259.842456,727.118337,4.065064,0.250653
3952848,11.637,6267,170,12.934182,4.824669,1225.263741,265.668745,4.05395,0.094166
3953250,13.033,5027,163,72443.139406,28274.680023,23.925309,5.353641,2.296702,0.09718
3953364,12.674,4971,145,1028.888954,135.81159,191.425082,18.080666,3.197411,0.04102
3954000,12.42,4860,80,35697.291145,9655.469882,34.946749,5.178565,2.453915,0.064356
3954308,13.225,6185,184,6.157361,30.671713,1787.922755,4397.684002,4.215209,1.068217
3954348,12.992,4602,80,30713.321742,9653.298044,39.678935,6.724958,2.497224,0.073606
3954433,13.004,6102,167,5.066235,23.529243,2000.108381,4584.878527,4.26098,0.99554
3954590,11.908,6023,162,6.366064,4.645442,1819.747905,707.033344,4.217108,0.168738
3954671,12.584,4689,80,29342.643942,11927.415864,39.838553,8.537062,2.503034,0.093066
3954810,13.428,6282,178,34.537499,39.555148,757.771637,450.013789,3.845778,0.257912
3954857,11.849,4764,136,46009.688745,7388.071758,31.517117,3.355419,2.404723,0.046236
3955444,13.172,5008,163,387.778272,292.156235,305.22988,122.170637,3.40165,0.17383
3956115,12.452,5863,80,16.555562,11.674205,1182.436702,425.040057,4.024028,0.156112
3956238,12.644,6579,191,218.02657,24.976023,290.827461,27.798703,3.439906,0.041512
3956495,12.28,7154,228,43.356436,10.177219,565.475444,91.453903,3.746879,0.070238
3956589,13.09,5935,80,20.033042,26.337677,1061.69013,696.196778,3.979898,0.284786
3956706,12.748,5010,144,446.46087,39.225986,284.904088,20.738188,3.371808,0.031612
3957896,13.42,5368,161,784.625638,67.956759,200.997105,15.222405,3.235286,0.032891
3957899,11.949,6329,80,104.087,9.330332,438.934105,26.460778,3.610257,0.026181
3958093,10.368,4905,139,20192.417332,4995.752517,45.666534,6.817797,2.572108,0.064838
3958165,12.82,5143,152,1213.859151,86.665998,170.4094,11.325329,3.154292,0.028863
3958391,13.49,6352,80,51.182334,44.106057,616.813074,268.667604,3.758799,0.189167
3958400,10.414,4895,80,10002.365652,970.000373,64.386613,4.111122,2.720862,0.02773
3958424,13.282,6630,206,39.52944,33.379026,659.880544,299.237607,3.797412,0.196941
3958507,12.944,6117,174,32.274194,22.108577,810.619158,299.374306,3.869276,0.160392
3958602,12.249,5801,176,12.456237,8.880992,1375.497073,527.255385,4.087401,0.166474
3958657,11.942,6650,206,25.823518,6.040376,808.213071,126.673237,3.886127,0.068068
3958725,12.978,4747,80,8521.952727,686.900229,71.785436,4.012236,2.761436,0.024274
3958877,13.231,5886,162,30.233049,32.060233,878.147789,482.351012,3.895668,0.23855
3961466,13.079,6283,80,16.612866,27.424374,1081.285281,885.679625,4.000214,0.35573
3962330,12.607,6413,191,13.590931,14.181403,1160.184761,634.716821,4.035248,0.237595
3962622,12.712,5981,80,13.783134,16.254415,1261.129813,743.971019,4.056337,0.256201
3962670,13.24,4581,80,25037.914031,2663.442256,44.014214,3.011417,2.541263,0.029714
3962731,12.824,4771,80,16407.203462,3148.036937,51.94893,5.713027,2.622072,0.047761
3963194,13.397,4850,139,1978.25096,68.347091,142.882379,6.548764,3.06504,0.019905
3963338,12.322,6678,187,27.926387,9.95306,773.498661,164.215527,3.867973,0.092202
3963488,12.552,6646,200,12.10025,13.191213,1169.257893,668.428313,4.046381,0.248273
3963653,12.877,4963,80,5448.392327,435.274776,85.283547,4.737112,2.845928,0.024123
3963732,12.794,4962,80,180.227499,21.238217,447.243066,33.092309,3.565562,0.032134
3964598,13.263,6478,202,73.951791,43.680383,502.382682,165.434215,3.673945,0.143013
3965022,10.932,4990,80,7895.762305,601.59198,70.810642,3.805904,2.766339,0.023342
3965089,12.904,5942,80,20.572955,20.809739,1046.522926,532.019867,3.973905,0.220782
3965149,11.571,5066,80,65902.790401,19622.660864,24.848082,4.011455,2.314816,0.070112
3965214,13.057,4937,161,23144.937661,4863.721171,42.450895,5.763909,2.541809,0.058968
3965502,13.022,4859,80,2198.969843,323.425657,135.466982,11.948715,3.042297,0.038306
3965634,12.4,5824,192,21.515343,10.930309,1049.544061,301.264994,3.970802,0.124661
3965887,11.028,5018,80,6073.855525,718.853022,79.971404,5.937084,2.82039,0.032242
3966315,13.25,6341,177,8.471718,32.035836,1481.963387,2778.712122,4.139107,0.814311
3966952,12.514,4640,80,8369.378635,1710.247677,74.055693,8.593298,2.770008,0.050395
3967300,10.514,4903,80,1231.543559,73.531478,177.916606,8.137001,3.162638,0.019862
3967430,9.358,6674,80,8.464441,0.503034,1382.94373,63.062146,4.120188,0.019804
3967859,10.52,5938,80,7.583445,1.051381,1701.316622,143.08427,4.184796,0.036525
3968137,13.41,4596,80,1001.407596,105.549848,209.767863,14.252748,3.220119,0.029508
3968382,10.645,4838,80,22379.591095,2328.45414,44.052228,2.964069,2.553491,0.029222
3968710,10.392,4869,138,28594.920957,3666.008055,38.852626,3.541287,2.500331,0.039584
3968711,12.901,4832,148,33311.944818,8063.067062,36.353506,5.40105,2.4698,0.064523
3968764,12.224,4820,80,12289.551378,2822.334661,59.173953,7.59434,2.680844,0.055737
3968865,12.988,5335,156,97.904482,23.644425,556.563895,83.472371,3.676273,0.065135
3968935,13.125,5862,165,41.662322,27.190442,755.188963,265.595693,3.829269,0.152739
3968948,12.207,6609,189,20.257683,7.981354,917.25322,211.876502,3.939747,0.100318
3968994,12.549,5207,184,510.34951,42.434577,256.207362,20.20368,3.334076,0.034247
3969242,12.328,5071,173,19502.377411,9540.133028,44.861741,12.288253,2.571613,0.118959
3969687,12.683,6135,123,34.419228,15.778755,782.709007,194.520129,3.854698,0.107932
3970223,12.336,4790,80,31909.062703,7642.120601,37.448948,4.985349,2.480798,0.057815
3970397,12.152,5708,80,12.307318,7.162748,1410.707001,422.643414,4.094869,0.130113
3970554,12.902,5920,165,32.697823,20.949048,839.341426,290.315445,3.87729,0.150216
3970635,12.877,4786,80,12659.923263,1345.286596,58.741868,4.015846,2.676124,0.02969
3970937,13.222,6029,182,55.338786,30.699339,635.299477,195.460992,3.760291,0.133618
3971032,10.773,6404,169,8.398929,1.360907,1468.732774,167.532496,4.137359,0.049538
3971992,13.286,6272,182,29.303237,33.078351,822.50476,482.56658,3.881032,0.254802
3972026,11.961,4788,140,29585.808025,4938.120466,38.866799,4.289993,2.496846,0.047936
3972114,13.159,4979,146,2978.645581,196.446948,113.994205,7.131392,2.972644,0.027169
3972207,13.113,6634,202,69.408373,27.171009,501.492868,116.586356,3.678343,0.100964
3972208,13.292,6118,175,37.071103,33.49554,757.660996,360.450447,3.83997,0.206612
3972580,12.176,5024,141,250.515627,21.694092,376.187805,26.91618,3.49312,0.031074
3972701,11.564,5147,147,479.984869,16.190511,267.291023,12.591293,3.349952,0.020458
3972749,13.063,6162,176,70.813717,25.527799,548.099894,116.192556,3.700911,0.092067
3972897,12.357,6737,191,72.877317,11.162783,479.318461,54.812573,3.662048,0.049664
3972965,13.258,6050,179,20.081235,31.905808,1035.276057,838.230597,3.973124,0.351635
3973001,11.717,4976,149,26493.213547,6019.542071,39.430006,5.582015,2.511457,0.061482
3973247,12.146,4799,80,2198.491135,118.964156,137.190312,5.901295,3.045089,0.018681
3973315,13.32,4734,80,5648.359567,900.86078,87.90924,8.284214,2.848839,0.040926
3973328,12.746,4584,100,12018.925421,1172.358976,62.841156,4.2923,2.696057,0.029664
3974120,12.527,4610,80,62579.731901,12867.267004,28.027821,3.269577,2.34663,0.050662
3974163,11.774,5026,80,5517.838958,442.716944,83.651816,4.660434,2.840277,0.024196
3974277,12.207,6197,172,24.944353,8.100368,903.525048,175.082277,3.919221,0.084156
3974401,12.703,6556,190,164.18232,19.662561,335.426022,32.840276,3.501107,0.04252
3974555,13.461,4636,80,4176.434301,318.797756,103.909951,5.592023,2.916919,0.023372
3974727,13.411,6810,215,42.257853,41.217924,615.239057,319.319979,3.772808,0.225407
3974781,12.442,6371,183,20.207779,11.486387,965.17165,303.562605,3.953899,0.136593
3974811,11.584,4821,80,24277.489494,6823.614553,42.49397,6.51559,2.537086,0.06659
3974866,13.097,4916,172,62932.591292,1763.578713,26.220312,1.299365,2.331634,0.021522
4035297,13.045,6194,176,16.834208,49.242143,1094.514879,1596.414344,4.002398,0.633444
4035339,12.507,5194,158,415.988425,100.461063,283.744057,42.673202,3.377868,0.065315
4035587,11.996,5804,169,12.412204,5.459311,1377.003392,343.003385,4.087989,0.10818
4035856,12.692,6188,174,16.480757,53.931974,1107.249205,1801.437401,4.007211,0.706575
4036007,11.428,4844,100,18482.682405,2204.068783,48.284628,3.807496,2.593601,0.034246
4036054,12.884,5737,164,32.581188,26.884631,873.569128,380.299927,3.88783,0.189066
4036300,11.281,4877,100,40259.78573,4080.07467,32.845383,2.304151,2.427741,0.030466
4036873,12.748,6078,191,12.150694,26.358589,1313.920065,1437.848645,4.07764,0.475257
4037335,11.954,5893,162,29.807182,12.820092,882.931705,214.464655,3.898286,0.10549
4037745,12.619,6060,166,8.018804,14.672762,1614.105896,1491.551248,4.166359,0.40132
4038050,12.44,5682,164,76.956974,11.757991,581.902591,63.152055,3.709291,0.047133
4038250,13.433,5873,167,51.120535,39.724578,682.134654,281.446498,3.78549,0.179188
4038328,12.435,5129,149,116.255933,12.532029,534.490454,44.643476,3.650147,0.036275
4038445,11.573,5128,80,132.647885,6.578591,501.402606,20.467097,3.622351,0.017728
4039691,12.213,5528,153,22.015193,8.403359,1104.103584,240.140447,3.981484,0.094458
4040027,12.448,4885,147,35790.928049,3752.222784,34.720458,2.835581,2.452208,0.035468
4040410,12.613,6179,216,40.12525,14.565145,719.82728,159.487432,3.819878,0.096224
4040738,13.426,4877,147,54578.049386,19245.512025,28.32977,5.725678,2.36351,0.087774
4041102,12.662,6271,177,1.81353,15.429717,3181.125022,13273.053418,4.468439,1.812068
4041259,12.742,6037,169,28.460906,17.003697,876.229257,285.388188,3.900219,0.14145
4041607,12.765,6144,181,9.825312,17.348909,1436.884725,1287.549818,4.118838,0.389158
4041744,11.917,6028,175,16.95407,4.941846,1129.23879,201.276175,4.010063,0.077409
4042101,12.671,6282,181,12.047383,23.418294,1264.333752,1242.390071,4.068101,0.426757
4042602,11.649,4993,143,444.430778,25.922819,286.551842,16.685034,3.373574,0.025288
4042715,12.171,5772,157,14.0995,7.440605,1302.964797,376.954857,4.062786,0.125644
4042863,12.702,4705,80,14285.466695,1355.791136,56.337401,3.54049,2.654267,0.027293
4042882,13.425,4871,144,778.863794,72.347334,223.789853,16.83665,3.26084,0.032674
4042951,11.517,5081,100,35016.724325,5897.752674,33.683557,3.461252,2.447583,0.044627
4042977,11.239,4878,80,1864.233365,133.620082,146.207387,7.537358,3.076281,0.022389
4043008,13.259,4801,80,17765.7969,32187.249655,49.666221,44.567316,2.603917,0.389708
4043190,12.988,5428,109,62.078007,23.350108,681.163138,140.047266,3.767761,0.089291
4043648,12.748,5297,152,52.208523,17.31986,761.530467,146.978396,3.810893,0.083821
4044075,12.992,6194,188,113.957865,46.206262,432.039008,102.116543,3.598699,0.10265
4044108,11.657,6469,177,7.789064,3.09791,1502.996803,346.137387,4.149567,0.100017
4044742,12.974,5196,145,8.828334,22.849439,1845.116094,2377.088255,4.191049,0.559508
4044855,12.469,4705,80,29339.417581,2825.213945,39.707727,2.52218,2.502345,0.027586
4045351,11.176,6315,221,13.916441,2.294776,1170.638645,147.877095,4.0358,0.054861
4047765,13.207,5175,156,325.23663,36.816205,321.071519,28.130079,3.430747,0.03805
4047876,12.037,6734,194,14.79525,5.973334,1041.06781,246.493523,3.998806,0.102828
4048011,13.384,4972,150,165276.800818,240844.306264,16.208162,11.988125,2.12519,0.321219
4048118,12.718,6167,177,12.132583,16.353318,1290.650039,893.301668,4.073036,0.30059
4048300,13.465,4993,144,1444.110842,106.313044,161.599108,10.644182,3.12481,0.028606
4048526,13.125,5997,179,39.03166,31.28224,757.835507,323.561351,3.835732,0.185424
4048898,11.993,5917,80,5.986296,5.365403,1916.960065,867.157887,4.235854,0.196458
4048951,11.041,4816,80,3531.055942,332.84185,108.582392,6.789713,2.944293,0.027157
4049209,12.679,6094,167,2.677699,16.136686,2731.373692,8095.931378,4.396023,1.287271
4049576,11.435,5824,80,27.239378,2.746668,935.845724,61.508919,3.921005,0.028544
4050120,13.418,6424,209,52.857509,40.668915,598.166918,249.820385,3.747915,0.18138
4054425,12.227,6765,196,7.283383,7.976865,1459.723363,836.844365,4.146595,0.248977
4054771,13.22,4692,80,15615.890706,9592.024104,54.097754,17.055701,2.636049,0.136922
4055141,12.631,5722,159,16.605398,14.791551,1216.009277,566.886517,4.030901,0.202462
4055294,9.77,4882,80,2476.820581,196.690536,127.241636,7.038131,3.016118,0.024022
4055330,11.226,6951,198,83.678295,1188.458084,428.581597,2976.390567,3.620247,3.016065
4055411,12.971,6088,179,9.654969,22.62943,1466.20562,1725.185101,4.125623,0.511005
4055609,12.291,6535,180,12.218336,15.572636,1191.054647,782.648284,4.050745,0.285377
4055827,13.469,6465,201,58.179705,41.589777,566.044614,220.44845,3.725325,0.169138
4055911,13.282,5247,172,23445.472283,2713.205565,39.539938,3.644934,2.524182,0.040035
4056014,12.153,4829,146,30705.856323,11286.219754,37.845543,7.91573,2.487134,0.090837
4056111,13.151,6818,227,9.786928,28.719948,1250.528557,1843.005992,4.081112,0.640055
4056266,11.777,4982,80,3095.634301,183.105317,111.809415,5.083311,2.964371,0.019745
4056281,12.745,4878,80,21951.706772,5247.843738,44.097461,5.861128,2.555725,0.057723
4056294,12.857,5459,165,59.808447,21.314658,689.129026,143.129066,3.774047,0.090201
4056365,10.9,4841,80,3143.595908,232.665551,114.294778,6.022009,2.967684,0.022882
4056579,13.265,4917,149,2800.985545,206.478584,118.984385,7.967206,2.98853,0.02908
4056609,12.34,6384,186,42.174915,12.024559,673.149031,119.444369,3.797848,0.077062
4057043,13.306,5001,80,412.481071,39.71139,296.6373,18.839151,3.388945,0.027582
4057076,11.844,4922,100,30321.709823,7587.162533,37.345136,5.322258,2.485495,0.061894
4057586,13.424,5462,169,86.425298,39.335522,575.86106,147.72746,3.696184,0.111411
4058090,13.431,5712,183,67.222414,41.234715,617.556247,207.737338,3.736261,0.146091
4058172,12.914,6463,193,8.697401,21.355017,1426.323728,1759.746313,4.126626,0.535817
4058403,11.875,5013,153,10160.106924,2182.674069,62.342747,8.502588,2.712025,0.059231
4058784,13.215,5866,166,16.150455,30.783474,1196.01141,1149.52794,4.029097,0.417415
4058910,11.58,6645,190,25.813516,5.819922,809.210137,120.801053,3.886499,0.064833
4058963,11.465,6485,177,5.741655,2.458246,1737.337642,425.791261,4.21303,0.106438
4059499,12.649,4743,80,24613.817582,2284.368934,42.904242,2.652526,2.537717,0.02685
4059611,12.883,5133,153,800.89013,51.050648,209.016819,13.157151,3.242557,0.027338
4059887,12.905,5866,80,31.061092,21.560497,870.319014,308.183645,3.89104,0.153786
4060020,13.222,6072,176,8.982462,33.525077,1523.657378,2820.117168,4.141744,0.80383
4060545,10.301,4920,80,22479.985078,2466.399127,43.20986,3.026511,2.548756,0.030419
4060815,12.203,5039,80,287.757136,13.061949,350.579949,13.594509,3.46315,0.016841
4063998,12.531,4853,80,36601.568271,5065.910635,34.574916,2.903878,2.448957,0.036476
4064447,11.427,5147,80,189.201715,9.906819,420.242547,17.719317,3.546467,0.018312
4065015,12.737,4850,80,23596.70964,3411.98453,42.82526,3.725633,2.541761,0.037782
4065054,11.378,5049,80,1571.485181,612.874416,153.290303,31.620122,3.104308,0.089585
4065977,13.135,4583,80,18933.466346,2309.787011,50.396889,3.830706,2.600169,0.033011
4065994,13.25,4750,80,49894.170361,11175.052164,30.388353,3.816149,2.388244,0.054538
4066202,12.633,6518,228,8.116329,14.719022,1458.223445,1354.84915,4.138072,0.403507
4066261,12.48,6123,171,13.831731,12.061139,1222.172808,561.669406,4.047805,0.199587
4066278,12.072,4847,80,3624.107006,163.679452,106.526071,4.118968,2.937383,0.016793
4066549,13.445,6181,80,58.828912,41.518273,597.415652,214.919915,3.738996,0.156237
4066622,12.695,6608,80,16.896489,16.000989,1002.024445,477.979589,3.978104,0.207165
4066846,12.674,4679,80,22526.624822,2229.557456,45.395438,2.942593,2.559279,0.028152
4066898,13.351,6527,80,28.875069,35.678009,785.431781,484.839385,3.869656,0.268086
4067148,12.828,6794,203,19.077275,19.033986,908.60842,479.17214,3.94163,0.229034
4067563,12.817,4910,158,64809.609298,14439.927304,25.880835,3.657136,2.325709,0.061369
4067599,13.463,6331,199,58.031564,41.52665,582.837093,226.953617,3.733474,0.169112
4067687,11.91,4907,147,17255.195299,1969.493306,49.271888,4.246753,2.605198,0.037432
4067869,11.777,5722,80,42.282635,4.203218,772.03778,50.207139,3.833603,0.028243
4068048,12.795,4738,80,7475.773899,512.944419,76.648125,3.837349,2.789489,0.021743
4068230,13.248,6052,171,19.73257,32.924725,1043.691302,883.736617,3.976712,0.367735
4068571,12.548,5731,80,17.50177,13.121523,1183.102068,450.911045,4.019328,0.165521
4069222,12.528,5740,80,37.915833,41.6245,810.991255,446.302996,3.855662,0.239
4069518,13.301,6278,186,44.509516,33.885152,670.433706,274.139266,3.792457,0.177582
4069936,13.318,6509,80,45.241914,34.132256,633.798305,243.009068,3.775899,0.166516
4070714,11.319,4849,80,16280.670573,1672.971738,51.301922,3.419813,2.62015,0.02895
4070746,10.643,5150,103,798.987477,56.404054,208.516701,11.641945,3.242235,0.024248
4070811,12.378,6620,188,55.697807,10.469477,559.744339,73.126086,3.725609,0.056737
4070833,13.174,6581,201,35.964759,29.070151,698.008844,303.546075,3.820197,0.188863
4070891,12.583,4800,80,16487.674497,1846.888246,51.512487,3.665656,2.619723,0.030905
4070950,13.23,5893,80,44.072809,30.999738,730.07882,261.804219,3.815728,0.155737
4071012,10.937,4959,80,21634.146324,2354.425802,43.665677,3.039629,2.555028,0.030232
4071157,13.348,6670,207,81.303254,36.746554,460.901233,121.185424,3.642861,0.11419
4071267,13.266,6353,191,21.898104,32.152275,931.708604,702.109221,3.93796,0.327272
4071362,12.521,4888,150,32913.976864,23223.377912,36.141174,13.527362,2.469758,0.162553
4071379,12.889,4978,80,7357.696154,859.866642,73.465965,5.401066,2.781804,0.031928
4071457,13.467,5201,157,196.070211,43.720458,408.388014,57.658048,3.536307,0.061316
4071543,11.914,4786,141,29425.380917,6588.999383,38.985939,5.391675,2.498085,0.060062
4071556,13.244,6402,186,17.48994,31.293053,1028.685315,934.582485,3.982631,0.394566
4072065,13.421,5154,80,179.631487,41.079192,430.350154,55.028481,3.557085,0.055533
4072078,12.569,6518,80,17.905775,13.778266,992.652539,387.860633,3.971045,0.169693
4072701,12.644,4792,143,19848.216901,1886.349914,47.149849,3.586714,2.580929,0.033037
4072740,9.693,4922,80,620.766548,58.027835,247.232814,15.365434,3.306367,0.026991
4073183,11.454,6714,80,28.050505,6.817823,766.049845,103.304474,3.864938,0.058566
4073369,13.259,6456,194,31.210878,32.034895,767.591223,414.057648,3.857302,0.234269
4073646,13.268,7079,239,3.291118,32.387335,2011.250352,9720.725985,4.295642,2.099021
4073771,12.62,5014,158,161637.424239,19536.400977,16.241388,1.490274,2.127906,0.03985
4074002,12.768,6454,188,31.329167,17.974401,766.501365,243.857721,3.856618,0.138168
4074067,12.861,6464,183,19.375538,19.615476,966.14903,512.36131,3.957485,0.230312
4074086,12.654,6013,180,16.930371,15.145997,1133.553638,535.53455,4.011178,0.205177
4074111,12.918,5746,178,8.804397,21.042189,1646.99853,1974.514331,4.163566,0.520657
4074123,13.42,5928,171,34.176964,40.232449,820.112251,498.552065,3.867518,0.264011
4074294,13.013,6231,174,14.315206,24.527965,1175.116209,1021.386566,4.03455,0.37748
4074796,12.722,4765,80,2848.90643,327.15364,121.814938,8.8353,2.991922,0.0315
4075403,12.494,4814,144,6147.491186,1067.088147,82.966094,9.495951,2.827344,0.049708
4075608,12.252,6092,178,33.118505,10.191303,804.699776,150.285717,3.865204,0.081109
4075683,13.278,4751,151,80982.420129,16276.183662,24.009212,3.102899,2.285961,0.056127
4075718,12.693,6462,182,22.102751,15.990457,906.622566,353.283211,3.9298,0.169231
4075821,12.982,6095,171,32.499419,22.929551,811.605555,307.322422,3.869022,0.16445
4076168,13.026,4940,80,12115.80912,1361.928149,58.109633,4.14621,2.678302,0.030988
4076792,12.622,6448,189,32.617597,14.47307,752.574951,192.027886,3.848453,0.110815
4077080,13.491,4947,152,2552.207804,477.833634,123.709288,15.186342,3.006764,0.053313
4077249,12.993,4853,80,1718.424758,115.410396,152.907757,7.547209,3.094625,0.021436
4077283,12.347,4587,140,174272.426155,97079.676685,17.119014,5.135923,2.131433,0.130294
4077931,11.389,5009,150,41170.277126,6433.18036,31.606519,3.391039,2.416843,0.046595
4078485,11.367,4889,80,16206.410899,2592.415117,50.988159,4.816608,2.61927,0.041026
4078620,11.369,6179,167,10.636135,2.400125,1372.484769,198.424788,4.100157,0.062787
4079172,12.686,5578,80,21.576934,15.791459,1103.361389,410.942599,3.983147,0.161751
4079504,12.479,5120,165,2878.151125,214.264045,112.547061,7.952239,2.973159,0.030686
4135564,13.21,5091,153,1202.995913,153.800407,173.025199,16.282875,3.158701,0.04087
4135993,12.753,6320,176,120.658087,25.122123,409.289204,56.470735,3.579579,0.059921
4136001,13.177,5591,156,25.769191,30.553435,1009.386683,614.609206,3.944993,0.264439
4136374,10.836,4869,100,12673.238209,1439.017927,57.702542,4.390204,2.672105,0.033043
4136466,13.446,6051,121,51.68932,40.56215,653.707939,265.867019,3.773488,0.17663
4136481,13.257,6116,178,18.79296,31.885813,1054.542221,908.891542,3.983488,0.374311
4136548,12.524,4911,138,9.794718,12.885132,1861.894547,1244.217384,4.18273,0.290219
4136835,12.39,4909,80,4452.511668,390.950256,95.142507,5.650713,2.891061,0.025794
4136839,13.141,5325,154,81.897225,30.6657,608.286697,130.279999,3.714458,0.093015
4137210,12.41,4862,80,2367.894526,318.798099,130.59837,10.729167,3.026536,0.035679
4137474,13.147,4915,80,657.230058,45.300504,240.819821,12.093062,3.294644,0.021809
4137489,13.327,6163,174,28.136602,35.809717,858.231494,562.113156,3.895691,0.284448
4137761,12.143,5022,144,456.503067,23.679151,281.134653,15.545949,3.366543,0.024015
4138978,11.103,6317,168,6.894397,1.791881,1646.286722,265.756999,4.183951,0.070107
4139234,12.897,6381,182,12.309539,20.435799,1225.560798,1035.553046,4.05797,0.366963
4139254,12.12,5547,152,6.628049,6.786123,1971.00322,1043.467557,4.233907,0.22992
4139285,12.333,5908,164,35.624878,10.084925,807.103449,138.709289,3.85984,0.074638
4139473,12.483,4933,147,26904.273214,3732.984272,39.489196,3.875977,2.510224,0.042627
4139482,12.434,5286,145,10.268123,11.350999,1682.54261,955.035856,4.15472,0.246512
4139784,11.255,4703,100,16735.321354,2239.711476,52.187516,4.485123,2.620944,0.037324
4139805,10.581,4994,80,4437.586391,1597.654522,93.620512,17.947918,2.887786,0.083258
4140715,12.723,5701,161,4.749221,16.811406,2244.285648,3936.941115,4.296244,0.761842
4140726,11.73,4768,100,16513.78514,1831.386813,51.818158,3.875824,2.62084,0.032484
4140933,12.941,5473,156,21.676796,21.746843,1125.304636,585.409934,3.987573,0.22593
4141032,12.379,5076,80,60.782584,16.941699,740.697864,112.728079,3.789592,0.066096
4141376,11.072,6138,80,4.829071,2.554997,2031.92536,556.507983,4.269112,0.118945
4141488,12.564,4812,80,959.697117,47.811417,204.701602,8.378231,3.219474,0.017775
4141489,11.134,6673,181,93.491572,5.224012,430.376953,27.963524,3.6132,0.028218
4141815,10.759,4827,100,19115.383472,1832.839634,47.670106,3.217599,2.587275,0.029314
4141988,11.957,6067,163,7.777903,5.258934,1635.820967,593.309841,4.172413,0.157518
4142535,12.454,5751,169,37.957512,13.779954,808.697651,171.254381,3.854848,0.091969
4143115,13.199,5924,173,14.526092,29.563822,1244.082108,1275.663771,4.048347,0.445319
